,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31
49,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.03,150.0,500.0,1660.45,2500.0,3550.0,4250.0,5900.0,7630.0,8910.1,9260.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10500.0,10689.03444187,10000.0,10000.0,10200.0,10000.0,10000.0,10000.0,10689.03444187,10500.0,11106.5,10689.03444187,10770.51520822,12564.30457484,12316.42556559,13437.11638034,13437.11638034,14151.0,14500.0,14286.87,13999.98,14500.0,14500.0,14500.001,14241.001,14243.41100002,18024.11711053,17975.0025728,19414.41389144,18024.12524953,14700.009828,14000.0,13863.37288413,14286.87819402,13600.00828402,14286.87839402,14033.87814402,14700.010039,14674.83875578,14674.83875578,15191.28516989,15000.00860405,14723.18481956,17199.70978364,19080.22731042,20000.00923503,20796.1769882,24139.39105405,22388.00130003,21000.01020003,21000.01020003,21000.000135,22364.5016986,22364.5016986,22388.00173503,22388.00183503,25242.98003933,23150.72104801,25253.68910339,22388.00183503,25000.0013,25000.0013,22388.00183503,22388.00183503,22388.00183503,21744.00983903,22130.00036007,21744.00983903,23792.7974722,22999.99859798,21744.00983903,23999.98716237,22126.99817,22126.99817,24000.46955697,25064.40997097,25377.72279375,25403.37935969,25403.37938434,25489.09264672,25403.379434,25403.37993905,25301.79594476,25377.72341737,25377.72343625,25377.72346401,25408.85672086,14999.99980892,14999.99980892,15745.55550845,15724.00029554,17000.0000198,18803.62165882,18056.74639812,14999.90003145,14999.01084894,14006.00864591,14000.00044945,14369.57459354,14500.01446963,14500.00016336,14999.99842986,15499.89069488,14500.01448163,15372.37501097,14500.000106,13792.37680206,14000.00049657,14500.00014429,14093.74293864,14500.00016625,14000.00063141,14999.99861923,14999.99863017,15136.08832382,15745.55589315,18305.46037616,18799.99657552,15348.07840229,15349.71271755,14999.99866299,14999.9999916
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,123.66,500.0,1526.7,2250.0,3305.0,4200.02,5851.46,6944.0,8697.92,9000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10411.11,10500.0,10000.0,10000.0,10009.25101,10000.0,10000.0,10000.0,10604.84119795,10024.85124306,10770.51520822,10500.0,10730.5,12469.99,12237.41,13050.0,13340.0,14000.0,14432.15502252,14243.41,13506.98838358,14329.9,14438.02,14399.0,14000.0,14001.00000001,18000.0,17836.0001,19259.0,15659.09869078,14286.87819402,13850.00818402,13600.00818402,14033.87793402,13287.43335877,14033.87813402,13698.61684989,14674.83875578,14286.87840402,14286.87840402,15000.00860405,14674.83885581,14713.97620706,17183.75170233,19060.36162086,20000.0013,20000.00923503,22934.34089521,21744.00950403,21000.0,21000.000135,20844.17246907,21744.00983903,21744.00983903,21744.00983903,21744.00983903,24518.443121,22388.00183503,25242.98003933,21973.93170359,24500.00033505,24399.99946679,21894.09485922,21744.00983903,21744.00983903,21000.01140003,21744.00983903,21000.01140003,22999.99759798,22388.00183503,20904.80997913,22969.87063261,21744.00983903,22006.05697,23700.0066694,24980.00955594,25301.79569493,25377.72279375,25377.7228184,25408.85606614,25377.72285806,25377.72336311,25272.01011056,25301.7959616,25301.79598848,25301.79601624,25403.38004772,14999.99899948,14999.99899948,15724.00027574,15499.88185992,15745.55557824,18324.68776956,15745.55558601,14999.01084894,14500.01446963,14000.00044945,13400.0,14000.00044945,14500.00016336,14000.00045722,14500.01446963,14999.99844186,14500.000106,15033.2621633,14000.01429683,13681.87785852,13723.59811071,14000.01439269,14001.00006579,14000.01441465,13500.00001641,14874.81737221,14833.12957638,14999.99864111,15625.93682199,15865.3304249,18433.15505744,14999.99866299,15238.08838885,14804.980057,14999.99866299
51,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,119.01,500.0,1400.0,2250.0,3233.17,4160.94,5800.0,6900.0,8613.81,9000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10396.86,10411.11,10000.0,10000.0,10000.00000001,10000.0,10000.0,10000.0,10500.0,10009.25101,10689.03444187,10210.2795031,10689.03444187,12237.41,11867.8,12950.0,13050.0,13437.11638034,14286.87,13999.98,13050.0,14286.87,14286.87,14286.87,13850.00000001,13850.00000002,17243.41120002,17000.000469,18024.11747953,15000.00823902,14033.87793402,12950.00802501,12950.00802501,14000.0001,13046.2787259,13693.66210203,13625.15461468,14286.87840402,14033.87814402,14033.87814402,15000.00010003,14286.87850405,14674.83895581,17159.59402119,19035.00024757,19930.68313368,20000.0013,22388.00130003,21000.01020003,20844.17223407,20844.17246907,20000.00937003,21000.01040003,21000.01140003,21000.01140003,21000.01140003,24500.00033505,21744.00983903,24500.00033505,21894.09475922,24097.991335,22388.00183503,21744.00983903,21360.92892656,21000.01140003,20002.16788,21000.01140003,20008.0,22388.00183503,21900.00185304,20008.0,22750.301,21502.0360215,21744.00341745,22126.89804,24000.46967397,25272.01000199,25301.79569493,25301.79571958,25403.37939434,25301.79575924,25301.79590734,25160.31702755,25272.0101274,25272.01015428,25272.01018204,25160.31709711,14999.89989841,14999.89999841,15499.88184012,15299.7710203,15499.8906154,18056.85940333,15499.89067741,14500.01446963,14500.00016336,13889.31790963,13023.23232719,14000.00001641,14450.00002964,13023.23233496,14500.00016336,14500.01448163,14000.00046922,14999.99844963,14000.00046922,13023.23234696,13586.00003845,14000.00055398,14000.01440363,14000.00057594,13188.89780587,14843.43156544,14791.75780154,14825.12858732,15233.75904795,15745.55590409,17643.2994474,14804.980057,14999.99866299,14770.12560373,14998.87454495
52,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,450.0,1350.0,2200.0,3005.0,4150.0,5100.0,6705.0,8449.0,8999.0,10000.0,10000.0,10000.0,9999.95,10000.0,10000.0,10000.0,10000.0,10000.0,10000.1,10000.10101,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10009.25101,10000.00000001,10500.0,10009.25101,10678.00003552,11867.8,11853.0,12800.0,12950.0,13050.0,14237.41,13501.91620215,12950.0,14243.411,14243.411,14243.411,12950.0,13654.32537843,17000.0001,17000.000369,16500.0,15000.008239,14000.00168449,12500.00892501,12629.1234286,13600.00818402,12500.00902501,13600.00838402,13600.00839402,14033.87814402,14000.03701,13600.00839402,14674.83885581,14033.87824405,14672.27528098,17156.18168466,18994.33586104,19414.42630435,19414.42630435,21744.00950403,21000.0,20796.1769882,20000.00937003,20000.001435,21000.000335,20255.16966387,20000.150417,20000.150417,23864.60522706,21000.01140003,22597.991335,21744.00983903,22388.00183503,21894.09485922,21000.01140003,21000.01140003,20002.0,20002.0,20008.0,20002.46788,22193.72950913,21744.00983903,20000.00957003,22388.00183503,20008.0,20905.7269215,22006.033831,23634.80830905,25064.40997097,25272.01000199,25272.01002664,25377.7228184,25272.0100663,25272.01007314,25064.4100603,25160.31704441,25160.31706935,25160.31709711,24266.04953239,14504.71390364,14999.7729904,15299.7710005,15000.0000198,15299.7710203,15745.55557824,15000.00003668,14500.00016336,14000.00043945,13363.99370516,12565.08134374,13487.91253066,14000.00045722,12899.37782275,14000.00045722,14500.000106,13742.37190674,14681.87785852,13681.87785852,12907.18476194,13330.87788587,13882.37689792,14000.00056492,13500.00001094,12080.00001641,14126.45237547,14000.00065329,14000.0006697,14999.99865205,15300.00006017,15800.00006564,14770.12560373,14804.980057,14199.29081156,14804.980057
53,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,400.0,1060.78,2006.15,2953.38,4000.0,5100.0,6679.88,8333.33,8910.1,10000.0,10000.0,10000.0,9999.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00000001,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.0,10009.25101,10002.5,10500.0,11853.0,11800.0,12005.0,12800.0,12950.0,14000.0,13050.0,12569.513,13850.0,13850.0,14241.001,12889.02,13123.14159265,15658.69696375,16500.000269,16405.0001,15000.0,13850.00828402,12039.15694228,12500.00892501,12500.00892501,12039.15704228,13000.0001,13000.00011,13600.00839402,13600.00839402,12798.53555491,14286.87850405,14000.0,14656.18068466,17144.3079718,18962.12497911,19238.94043503,19238.94043503,21000.01020003,20844.17223407,20000.00923503,20000.001435,19804.04,20816.87120382,20000.150417,20000.00957003,20000.01,22475.01072062,20000.150417,22388.00183503,21150.43917,21894.09475922,21744.00983903,20000.05,20000.00957003,20000.00957003,20000.00957003,20002.46788,20002.0,21816.08803713,21006.065491,19964.944254,21744.00983903,19802.72176155,20008.0,21744.00341745,22200.00471587,24980.00955594,25064.40997097,25160.31695074,25301.79571958,25160.3169904,25160.31699585,24000.46986852,25064.41006714,25064.41009402,25064.41013066,24000.46994002,14500.00013032,14504.71390364,15000.0,15000.0000198,15000.0000198,15499.89066964,15000.00002757,14000.00043945,13984.08522315,12745.06414416,12367.45802909,13023.23232719,13023.23233496,12565.08135151,13023.23233496,14000.00046922,13023.23234696,14500.000106,13601.78393253,12848.06273652,13292.37684051,13340.99582029,13242.37690886,13455.0822373,12001.00013825,14000.00064235,13828.10599499,13317.61810677,14775.12759826,15074.17560619,15745.55590409,14199.29081156,14770.12560373,14000.00069158,14770.12560373
54,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,399.0,1050.0,2000.0,2850.0,4000.0,5000.0,6625.0,8000.0,8697.92,10000.0,10000.0,10000.0,9899.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10001.01010101,10210.2795031,11800.0,11495.1912,11867.8,12508.32209445,12900.39762403,14000.0,12950.0,12504.0,13504.05816805,13504.05816805,14000.0,12700.00976301,12950.00000001,15101.29044042,15064.0001,16000.000269,14700.009773,12950.00802501,12000.017825,12039.15694228,12039.15694228,12000.010155,12500.7262,12500.00913501,13000.00011,13000.00011,12052.01584145,14033.87824405,13817.01209537,14636.8468236,17079.47694663,18336.8478236,18434.50823683,18336.8478236,21000.0,20796.1769882,20000.0013,19804.04,19414.42643935,20255.16966387,20000.00957003,20000.0,20000.00957003,22388.00183503,20000.00957003,21744.00983903,21000.01140003,21744.00983903,21000.01140003,20000.00957003,19600.14773061,20000.0,19414.42663935,20002.0,20000.00957003,21744.00983903,20008.0,19899.43659635,21000.02708997,19414.42663935,19414.42663935,20008.0,22006.031177,24000.46967397,24980.00955594,25064.40999562,25272.01002664,25064.41003528,25064.41003528,23899.37576432,24000.46988538,24000.46991226,24000.46994002,23227.61214888,14199.7768904,14500.00013032,15000.0,14999.99982872,15000.0000198,15299.7710203,14999.99983649,13759.81790963,13759.81790963,12565.08134374,12000.29043068,12565.08134374,12899.37782275,12000.29043845,12565.08135151,13023.23234696,12565.08136351,14000.01429683,13397.96273652,12565.08136351,13023.23238541,13205.5228772,13023.23245376,13400.37692535,12000.29057411,13780.00002735,12000.29059599,13134.16667269,14406.02001641,14999.99865752,15464.17461713,14000.00069158,14199.29081156,13198.16295705,14768.0879482
55,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,99.99,350.04,1010.0,2000.0,2850.0,4000.0,5000.0,6600.0,8000.0,8449.0,10000.0,9978.31,10000.0,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10210.22806259,11577.0,11350.0,11853.0,12005.0,12800.0,13456.52425584,12565.946,12500.0,13499.98,13499.98,13850.00000001,12562.661,12889.02000001,15000.00010002,15000.000666,16000.0001,14286.87813902,12558.74902501,12000.00929402,12000.017825,12000.017825,12000.00939402,12500.00912501,12100.72611,12976.88242315,12543.4684481,12039.15715228,13734.84583978,13734.84583978,14566.34573666,17051.3445301,18202.14823306,18336.8478236,18202.14823306,20844.17223407,20000.00923503,19414.42630435,19414.42643935,18548.96854776,20000.00957003,19804.0412,20000.0,20000.0,21744.00983903,19804.0412,21000.01140003,20250.0,21000.01140003,20000.00957003,19600.14773061,19414.42663935,19414.42663935,19360.92892656,20000.00957003,19508.74414831,21000.01140003,20000.00957003,19747.71305162,20008.0,19074.30524121,19201.59634381,19414.42663935,21943.72766455,23109.63731364,24000.46977397,24486.23835743,25160.31695074,24000.46983139,24000.46983684,23655.13094363,23227.61211667,23227.61212667,23227.61214888,22890.63286261,14000.00039864,14000.00039864,14999.99980892,14999.99901928,14999.99982872,15000.00002891,14999.99902705,13143.06414962,13143.06414962,12000.29043068,12000.00011111,12307.31746807,12565.08135151,12000.00014042,12024.99989286,12632.37162517,12000.29045645,14000.00046922,13023.23234696,12000.29045645,12873.06276387,13023.23244282,12380.87804209,13387.99174747,12000.00028243,13383.37830908,12000.00013061,12000.29060693,14034.16668363,14770.12560373,14999.99866299,13966.24357588,14000.00069158,13064.93190185,14199.29081156
56,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,82.51,350.0,1000.0,1950.0,2800.0,4000.0,5000.0,6551.46,7941.06,8333.33,10000.0,9900.0,9999.0,9766.59,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10009.25101,11350.0,11102.9,11800.0,11999.11633476,12508.32209445,13437.11638034,12500.0,12500.0,12950.0,12950.0,13700.00976301,12533.14159265,12562.66100001,14500.00110002,15000.00046902,15050.002003,14059.56955538,12500.00892501,12000.007925,12000.00929402,12000.00929402,12000.008025,12039.15714228,12039.15715228,12543.4684481,12500.00913501,12000.00950402,12800.00839405,13167.0,14546.715044,17035.73781652,15745.555017,18202.14823306,17937.52626989,20796.1769882,20000.0013,19238.94043503,19238.94043503,18011.13011502,20000.001635,19414.42663935,20000.0,20000.0,21000.01140003,19500.0,20000.150417,20000.150417,20000.150417,19600.14773061,19414.42663935,19023.22046269,19360.92892656,19115.5294348,19414.42663935,19414.42663935,20499.98716237,19747.71305162,19592.793464,20000.00957003,19006.058296,18943.72766455,18943.72766455,21744.00341745,22211.16512855,23227.61185134,24000.46979173,25064.40999562,23227.61192465,23227.61192465,23227.61195634,23109.63742197,23109.63744085,22890.63286261,22211.1652445,13900.00012366,13900.00022366,14999.99899948,14999.90001821,14999.99901928,15000.0000198,14999.90002598,13021.24856715,12800.00000263,12000.00011111,12000.00001547,12067.45702909,12000.29043845,12000.00011888,12000.29043845,12565.08136351,12000.00016477,13855.46274199,12565.08136351,12000.00016477,12565.08140196,12830.87794328,12000.29055215,13023.23246478,12000.00027008,13124.48302166,12000.00011292,12000.00011823,14000.00068064,14311.98205153,14804.980057,13003.02065814,13339.99665,13061.509413,14000.0007098
57,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,61.0,340.0,1000.0,1920.0,2750.0,3920.0,4250.0,6500.0,7530.0,8250.02,10000.0,9800.0,9900.0,9444.0,9999.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10001.01010101,11335.65,10770.51520822,11698.53895259,11867.8,12039.14901727,13050.0,12500.0,12270.91693957,12727.02,12645.6352394,12950.0,12500.001,12500.00100001,14286.87000002,14500.00146902,15000.000666,14033.87763902,12039.15694228,11901.60125349,12000.007925,12000.007925,11745.998955,12000.00949402,12000.00950402,12500.00913501,12039.15715228,12000.0,12554.48469528,13000.05,14526.3709877,15745.555017,15269.55447374,16591.28626989,15745.555017,20000.00923503,19946.46827179,18202.14823306,18202.14836806,17937.52640489,19804.0402,18011.13031502,20000.0,19804.0412,20000.44856778,19414.42663935,20000.00957003,20000.00957003,20000.00957003,19414.42663935,16955.60411401,18952.24274,18952.24274,18952.24274,19360.92892656,19360.92892656,20008.0,19592.793464,19414.42663935,19969.80530341,18943.72766455,16147.10474647,18923.24467936,21717.54697343,22200.00471587,23109.63731364,23227.61187599,24000.46979173,23109.63737795,23109.6373834,23109.63741511,22211.16520674,22263.06872746,22211.1652445,22100.00474336,13648.78289502,13778.66811568,14999.89999841,14500.00015012,14999.90001821,14999.99982872,14999.01084894,12900.6974647,12565.08133374,12000.00001547,12000.00001,12000.29043068,12000.00011888,12000.00001777,12000.00014042,12000.29045645,12000.00015242,13023.23234696,12200.9995,12000.00015242,12000.2904838,12511.07258899,12000.00026047,12975.66298056,12000.00024854,12937.99446852,12000.00010729,12000.00011276,12164.98744606,14000.00068611,14770.12560373,12982.9063663,13003.02065814,13003.02065814,13629.98397
58,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.01,325.0,1000.0,1858.2,2650.03,3750.02,4200.0,6300.0,7500.0,8150.15,9444.0,9444.0,9444.0,9406.33,9899.0,10000.0,9952.71,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,11207.4,10689.03444187,11633.01463578,11800.0,12009.05131474,13000.01,12039.14901727,12049.828,12573.433,12577.648,12574.081,12039.14901727,12039.14901728,14145.05173205,14286.87036902,15000.00046902,13850.00813902,12000.017825,11745.998855,11745.998855,11745.998855,11688.40553566,12000.008125,12000.008135,12039.15715228,12000.00950402,11567.48458525,12431.76391727,12800.00839405,14469.01198937,15191.28626989,15191.28626989,15745.555017,15000.01710503,20000.0013,19414.42630435,17937.52626989,17937.52640489,16703.24693626,19414.42663935,17937.52660489,19974.60493105,19455.16932352,20000.150417,19165.16793191,19899.9994124,20000.002,19613.46323551,16955.60411401,16765.81785048,16955.60411401,18600.14703477,18600.14703477,18600.14703477,18600.14703477,20002.46788,19414.42663935,18967.64381767,19802.72176155,17375.10971147,16102.0,18921.34138364,21128.56537411,22006.01306,22211.16512855,23109.63733829,23227.61187599,22211.16516821,22211.16516821,22211.1651999,22200.0049094,22211.16521674,22173.43268209,21698.63569009,13000.05183264,13646.78279502,14500.00013032,14321.96213638,14999.01082864,14999.99901928,14595.2661646,12800.00000263,12008.60700744,12000.00001,12000.00000777,12000.00011111,12000.00001777,12000.00001777,12000.00011888,12000.00015242,12000.00013088,12565.08136351,12000.29045645,12000.00013088,12000.00019212,12000.29054121,12000.00024812,12198.1746847,12000.00010873,12000.29058505,12000.00010729,11901.53569014,12000.2906124,13434.29080609,14748.05840229,12973.146642,12972.90634476,13000.0,13509.37524728
59,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.44,303.42,1000.0,1832.0,2615.0,3555.0,4150.0,6062.74,7400.0,8000.0,9424.24905919,9406.33,9406.33,9348.72,9851.0,10000.0,9867.77,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10770.51520822,10635.98998259,11350.0,11698.53895259,12001.8,12950.0,12009.05131474,12039.14901727,12500.0,12533.14159265,12533.14159265,11767.73630423,11700.00976302,14001.00000001,14000.00036901,14500.00146902,13691.0,12000.00929402,11434.7763385,11417.48385901,11417.48427525,11417.48437525,11745.999055,11745.999065,12000.00950402,12000.008135,11111.00021,12039.15735232,12554.48469528,14462.15901429,15000.01710503,15000.01710503,15000.01710503,15000.00970405,19414.42630435,19238.94043503,15745.555017,17119.36159646,15745.555152,19379.85064357,15745.555352,19804.0412,19414.42663935,20000.00957003,16996.6590983,19804.0412,19806.0412,19414.42663935,15937.5265,15900.0,15745.555352,16955.60411401,17887.35734826,17630.37857139,17919.30020496,20002.0,19154.02452274,18006.062081,19747.71305162,16102.0,16000.01140003,17901.38293724,20289.36322504,21744.00341745,22200.00471587,22211.16512855,23109.63733829,22200.00475553,22200.00475553,22200.00490256,22149.556141,22200.00492828,22100.00474336,21602.87684398,12799.99991405,13000.05183264,14371.96211658,14000.00041844,14500.00015012,14999.90001821,14500.00015789,12565.08133374,12000.29043068,12000.00000777,12000.00000777,12000.00001547,12000.00001777,12000.00001554,12000.00001777,12000.00013088,12000.00002977,12119.54657727,12000.00016477,12000.00012747,12000.00017977,12000.00024953,12000.00022658,12130.3942819,12000.00009873,12000.00028102,12000.00010182,11826.94403832,11435.9021073,12514.9406667,14199.29080609,12962.84677504,12937.37568924,12910.5802984,13309.99125
60,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.26,300.0,1000.0,1716.01,2500.0,3250.0,4015.94,6050.0,7350.01,8000.0,9260.0,9364.73,9364.73,9301.84,9444.0,10000.0,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10689.03444187,10600.0,11102.9,11350.0,11800.0,12039.14901727,11817.73630423,12009.05131474,12500.0,12500.001,12500.001,11490.59820059,11654.00000001,13850.00000002,13850.00036902,14286.87036902,12950.00797001,12000.007925,11417.48385901,11383.007194,11383.007194,11181.17122501,11417.48447525,11567.48448525,12000.008135,11567.48458525,10770.52361223,12000.00970408,12039.15735232,14354.98928853,15000.00970405,15000.00970405,15000.00970405,14498.299317,19238.94043503,18202.14823306,15000.01710503,16808.65665882,15036.67943337,18011.13031502,15671.83061696,19455.16932352,17937.52670489,20000.0,15937.5265,19414.42663935,19414.42663935,18319.56494181,15745.555352,15745.555352,15000.01003905,15745.555352,16955.60411401,17406.90598316,16501.0,20000.00957003,18986.86173661,16102.0,19592.793464,16000.01140003,15745.555352,17755.6169215,20008.0,20539.98688563,22006.01306,22200.00471587,22899.37569416,21563.36392532,21563.36393077,21752.5611275,21585.99430934,22149.55615988,21999.16907387,20008.00015632,12000.29039764,12799.99991405,14000.00039864,13900.00024346,14000.00041844,14999.01084117,14000.00043398,12499.77107121,12000.00011111,12000.00000777,12000.00000555,12000.00001,12000.00001554,12000.00001554,12000.00001777,12000.00002977,12000.00002754,12000.29045645,12000.00015242,12000.00002977,12000.00015823,12000.00023718,12000.00022317,12001.00012731,12000.00009104,12000.00011967,12000.00010182,11726.75594195,11125.92611393,11955.45395564,14000.00069158,11364.96961381,12000.00203128,12679.98397,13003.02066414
61,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.22,251.0,950.0,1700.0,2500.0,3233.17,4000.0,6000.0,7000.07,7941.06,9000.0,9260.0,9260.0,9260.0,9260.0,10000.0,9780.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10636.68998259,10500.0,10770.51520822,11300.6,11350.0,12017.73630423,11791.0,11791.0,12360.0,12039.14901727,12039.14901727,10983.62454322,11408.55240001,13395.55363484,13600.000269,13850.00036902,12558.74897001,11745.998855,11383.007194,11181.17112501,11181.17112501,11111.0001,11181.17132501,11181.17133501,11666.00041,11424.23858476,10689.04284588,12000.00020006,12000.00970408,14286.87860405,14674.83995581,14674.83995581,14674.83995581,14286.87960405,18336.8478236,17937.52626989,15000.00970405,15745.555152,15000.00983905,17937.52660489,15000.01003905,19414.42663935,17832.9678827,19804.0412,15745.555352,18640.39852589,18630.8254331,15937.5265,15257.97,15000.01003905,14500.001335,15000.01003905,16308.27566018,15745.555352,15745.555352,20000.0,16102.0,16000.01140003,19414.42663935,15745.555352,15000.01004451,16235.44213198,19414.42668935,20230.57217731,21246.44634313,21246.44637666,22211.16512855,20008.00006431,21405.03421888,21575.57846245,20282.66193075,21585.99433622,21602.87684398,19516.9132053,11927.23977991,12000.29039764,13900.00022366,13634.88061482,13933.62155882,14500.00015012,14000.00009163,12015.48599726,12000.00001547,12000.00000555,12000.0,12000.00001,12000.00001554,12000.00001547,12000.00001554,12000.00002754,12000.00002754,12000.00016477,12000.00013088,12000.00002754,12000.00015482,12000.00021564,12000.00008677,12000.29056317,12000.00009087,12000.00010198,11979.65399013,11610.85204307,11104.98047511,11952.3503141,12992.98890725,10887.9999904,10812.08520842,12594.90617901,12886.26768191
