,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31
25,50.0,50.0,50.0,50.0,51.0,76.0,82.51,99.99,99.99,100.0,100.0,188.0,200.0,698.5,2361.55,4950.0,6262.08,8150.0,9200.02,10000.0,12100.0,15000.0,16217.79,18800.0,14600.0,15700.0,12950.0,13504.09,13650.0,12950.0,14090.11807999,24638.45,24738.91,24738.91,19988.65234568,19400.0,20000.0,17965.36,21900.98,21900.98,22800.0,22013.0,22013.031337,23641.031337,23249.031337,25950.07591257,26167.0411,26005.5294368,26167.0411,26000.6,26287.43,26167.0411,27600.04110011,27600.04110011,30485.0,32125.05396264,31000.04210001,31000.04210004,29657.49719637,31501.05444537,34712.89427353,40000.04984013,30000.0,34409.36701748,31000.05090116,30500.008394,31000.05100116,30500.008594,29656.51773746,30500.008704,35080.07965784,44341.12194935,38377.99611004,32377.99601004,29624.31831084,29655.0,30500.0,30500.0,31000.0528112,31000.0528112,31000.0528112,31508.49483275,31000.0530562,31511.27775105,32263.10524627,33488.53071483,35228.5027612,33488.53071483,40000.32584601,35228.5027612,37192.70709755,35228.5027612,38588.05235548,39147.84357883,38867.61594774,37400.00185304,37400.00185304,35228.5027612,34112.562113,35298.92497682,33809.83796774,35228.5027712,33809.7781557,33602.96182269,33050.24833473,33635.91612504,33603.26768533,34999.96511007,34999.96511007,35703.93919181,35999.96511007,36000.00019561,35999.96516973,35999.96590245,35611.62356147,36000.00101027,36000.00102915,40000.32642148,40000.32642703,34211.60886651,32489.53178857,31010.01137813,32489.53181847,31010.01139793,34543.67041884,36000.00201453,25965.62166659,26532.31778641,23227.6152009,25104.69733752,25104.59725976,25784.46636482,26532.31778641,26532.31778641,28151.05610166,26532.31779841,28151.05669176,26532.31779841,26532.31779841,26532.31782576,26532.3178367,28151.05680413,26532.31785866,28151.0569848,27277.34778122,28346.99715539,31000.06944647,32353.99998923,32354.00000017,31000.06996288,28151.05836538,28151.05836538,31000.07014366,29153.16779842
26,50.0,50.0,50.0,50.0,50.1,61.0,76.0,82.51,82.51,99.99,99.99,150.0,200.0,652.57,2250.0,4872.99,6125.0,8000.0,8900.0,10000.0,11000.0,15000.0,15700.0,16500.0,14250.0,15000.0,12750.0,12950.0,13000.0,12800.0,12950.0,23249.0,24638.45,23249.0,19400.0,17965.36,19976.62234568,17000.0,19400.0,20000.0,22513.0,21900.98,21901.031337,23513.184,23000.031337,23641.0411,26098.22797431,24404.5046,25000.0,25392.94142259,26167.0411,24404.5046,26167.0411,26167.0411,30000.0411,31000.04210001,30000.04110001,30000.04110003,29262.92892147,31341.80047,34691.76537834,39200.00704366,29658.53720418,31000.05090116,30500.008394,29658.8010135,30500.008494,29656.51737286,28150.05015902,28156.51306529,31000.05131116,44000.0,31000.0516112,31000.0516112,28156.51336532,29624.31831084,29655.0,29655.0,30500.0,30002.05,30950.99541004,31000.0528112,30000.0,31000.0531562,31511.27795105,33115.90950329,34985.72135331,32130.86816425,38679.35852805,35000.44856778,36287.2597163,33488.53071483,36400.00172304,38588.05235548,35228.5027612,35228.5027612,35410.16190325,34112.562113,33808.15053248,35228.5027612,33635.97996774,33809.83797774,33635.98280669,32489.53073783,32489.53073783,33603.26768533,32489.53074329,34279.55443444,32489.53086029,35570.33298704,35982.35526887,35999.96512007,35820.97052188,35919.86708634,34010.0128316,35611.62357833,35611.62359721,36000.00134468,40000.03943401,32489.53178857,31010.01136803,31000.06836456,31010.01139793,31000.06838436,32489.53200686,32489.53201463,23275.99897361,23227.6151908,22211.16529642,23227.6152009,24900.00011892,25104.59726522,25104.59726522,25104.5971935,26532.31779841,26158.76008757,26532.31779841,26167.01083326,26167.01083326,26167.01087171,26167.01092912,26532.31784764,24495.35096768,26634.73488157,24495.35039141,28318.9941807,28151.0573435,31982.79059484,31708.96308752,29008.02012735,28000.89876425,28000.89876425,28151.05837084,28151.05837084
27,50.0,50.0,50.0,50.0,50.03,52.01,61.0,76.0,76.0,82.51,82.51,150.0,198.0,600.0,2200.0,4250.0,6062.74,6752.0,8245.06,9700.0,10900.0,13800.0,15000.0,16217.79,13500.0,14007.61,12701.0,12800.0,12950.0,12167.79,12850.0,22000.0,23249.0,21900.0,17965.36,17484.18486148,19400.0,16090.27367176,17965.36,19400.0,22280.0,20000.0,21300.031337,23249.031337,22013.031337,23249.0411,24404.5046,24232.10151781,24404.5046,25000.0,25146.40017258,23249.0411,24404.5046,24404.5046,30000.001,30000.04110001,30000.002,30000.00200002,28211.89361281,31014.92698903,34572.91631184,35840.00477,28150.04974902,30500.008394,29658.80523651,28150.04974902,29656.51727286,29377.0,26167.05104903,28150.05015902,30500.008704,40000.32487302,30700.08921004,30700.08921004,28150.05035905,28151.05125905,29624.31831084,29624.31831084,29655.20855,29655.20855,30002.05,30002.05,29624.52686084,30828.5035838,31000.0533562,31511.27905105,33488.53071483,31505.55840107,36287.2597163,33488.53071483,35228.5027612,33429.25709999,35228.5027612,35228.5027612,33432.39878752,34112.562113,35228.5027612,33808.15053248,33636.63892353,34112.562113,33602.66741924,33635.97997774,33602.96182269,32071.9175558,32071.9175558,32489.53074329,31269.5816476,32489.53086029,31269.5817646,34999.96511007,35969.45742382,35131.94158431,35611.62301832,35611.62352882,33499.96610171,34010.01284844,34010.01286732,35611.62363274,36000.00134468,31010.01136803,31000.06826456,29838.23059428,31000.06838436,29979.59821427,31010.01139793,31010.0114057,23227.6151908,22448.71834125,21900.00480779,22899.37768329,23227.6152009,24900.00012669,24900.00012669,24495.35068,25611.5332977,25104.59721985,26167.01083326,25104.59696903,25104.59696903,24804.5966365,25023.40009586,26167.01099056,23969.00029725,24495.35038047,23969.00148841,28151.05730668,27708.96627111,31000.06995194,31000.06996288,28829.984223,25129.60734359,27085.23225638,27595.24196192,24495.3504297
28,50.0,50.0,50.0,50.0,50.0,50.1,52.01,61.0,61.0,76.0,76.0,150.0,188.0,550.03,2000.0,3700.0,6000.0,6673.0,8000.0,9260.0,10800.0,13800.0,15000.0,15700.0,13000.0,13444.48,12500.0,12750.0,12800.0,11350.0,12800.0,19988.65234568,21900.0,20000.0,17942.15502252,17000.1,17965.36,15980.62789671,13050.0,17462.8285962,21900.98,19400.0,19400.031337,23000.0,21901.031337,22013.0411,24232.10151781,23249.0411,24232.10151781,24404.5046,24404.5046,23193.5279368,23249.0411,23249.0411,29173.54174304,30000.002,28150.0411,29657.4927247,28150.04130002,31000.04286904,34544.10038376,34409.36696248,27579.13282201,29658.73834123,28150.04974902,26167.05073903,28150.04984902,28150.04994902,25564.74559551,26167.05114903,28156.51316529,40000.000575,30509.95335252,30500.00880403,25750.0001,27377.99571004,28151.05125905,28552.1810235,29624.52686084,29624.52686084,29655.20855,29624.52686084,29000.00012333,29000.00012333,29000.00032333,31000.0534562,31511.27905105,31000.0535562,35403.09475922,33167.02982699,33488.53071483,31510.47200747,33488.53071483,33432.39878752,33306.91088108,34097.991335,34112.562113,33636.63892353,33604.3548545,33809.83796774,32489.53072783,33602.66742924,32489.53073783,31000.06004416,31000.06004416,31000.06004962,31084.83009077,32056.21315264,31265.21852482,33233.87326725,35713.90957116,33411.38310665,34276.54041493,34276.54114765,33123.35807322,33499.96612523,32956.50926462,32956.50930903,35611.62368364,31000.06814456,30310.32529487,28899.96621222,29514.46194117,28899.96623202,31000.06838436,31000.06839213,22548.71434125,22211.16528642,21754.73535236,22650.0001071,22899.37768329,23227.61520867,23227.61520867,23969.0,25104.59721438,24495.35079377,25104.59696903,24495.35079377,24495.35079377,24495.35083222,24495.35088963,24495.35095666,23227.61528692,23968.99970047,23934.00054384,24495.35040235,24495.35041329,28151.05785444,28151.05835991,28168.44105648,24495.3504297,25685.39295996,24770.14793984,23969.0015367
29,50.0,50.0,50.0,50.0,50.0,50.03,50.14,52.01,52.01,61.0,61.0,150.0,150.0,550.0,1800.0,3581.28,5900.0,6062.74,6625.0,9200.02,10672.08,13500.0,15000.0,15057.26,12750.0,13000.0,12350.02,12701.0,12500.0,11300.0,12167.79,19870.77,20000.0,19988.65234568,17484.18486148,15188.45,17484.18486148,14442.15502252,12950.0,17012.0,19400.0,19349.72952245,19350.031337,22013.031337,20300.031337,21901.0411,23641.0411,22013.0411,23500.0,23249.0411,23249.0411,22661.34485399,21932.03384377,21932.03384377,28150.0411,28150.0411,26167.04210001,28150.04110002,27904.87967257,30901.79773467,34464.46025028,31000.05084616,26167.05063903,28150.04974902,26167.05073903,25009.12007083,26167.05083903,27161.70576571,25376.99971,25708.77511835,28150.05015902,35509.95365248,30500.00880403,30000.00010003,24139.18150405,25750.0001,25750.0001,28151.05125905,28151.05135905,28151.05135905,29624.52686084,28151.05135905,28151.05159405,28151.05169405,28750.000235,28366.65429857,31000.0534562,30000.21866778,35228.5027612,31505.55840107,33429.25709999,31068.37813713,33429.25709999,33306.91088108,33112.5621,33428.54192357,33808.15053248,33604.3548545,33400.00185304,33635.97996774,31000.05993416,32489.53073783,31000.05994416,30108.47470277,30241.16233974,30241.2933452,31000.06024962,31269.5817646,31084.83020777,32489.53086029,32489.53088494,32489.53089494,34010.01229567,34010.01280072,32956.5092289,32956.50924574,32841.14774519,32841.1477896,32956.50930903,30334.3187422,28899.96621222,28151.05544346,28899.96623202,28151.05590222,30561.08702079,29533.796679,22211.16528642,21900.00480779,20870.24180043,22211.16529642,22211.16530188,22211.16530965,22211.16530965,23574.0793533,24495.350686,23969.000012,24495.35079377,23969.000112,23969.000112,23969.00015045,23969.00020786,23969.00028623,22899.99036989,23227.61529786,23227.6153088,23969.00149935,23969.00151029,27708.96628205,27508.02012735,28151.05836538,24324.45796194,24495.3504297,24495.3504297,23913.93662767
30,50.0,50.0,50.0,50.0,50.0,50.0,50.1,50.14,50.14,52.01,52.01,150.0,150.0,500.0,1800.0,3233.17,5654.35,6000.0,6600.0,8999.0,10599.8,13000.0,15000.0,15000.0,12510.02,12950.0,12311.11,12500.0,12200.0,11111.11,11300.0,19400.0,19988.65234568,19854.77,17000.1,15000.0,15188.45,13050.0,12800.0,15538.43,19349.72952245,17000.0,17000.031337,21901.031337,20000.0,20000.0,23249.0411,21901.0411,23500.0,22013.0411,22013.0411,21015.8477,21497.21523766,21015.8477,27755.9775773,26167.04210001,24404.5056,27904.87947257,27107.76534173,30556.3899327,34463.27207736,30500.008339,25008.12107083,26167.05063903,25009.12007083,25000.00168449,25009.12017083,26167.05093903,25009.12038083,24279.00350892,26167.05114903,31000.05131116,29624.31821084,29624.31821084,23377.99581004,24139.18250405,24139.18250405,25750.0001,27066.08551825,27672.15711949,28151.05135905,27672.15711949,27670.88811949,27667.62798291,28151.05189405,28249.9999765,29581.89828242,28249.9999765,33488.53071483,31000.0597162,33388.37484769,31000.0597162,33309.80770934,33112.5621,32638.8694156,33401.82190777,33636.63892353,33400.00185304,33211.6610708,33602.66741924,30994.02225444,31000.05994416,30949.02129165,30000.24720811,30108.47470277,30237.85403369,30988.41735935,31084.83020777,31000.06741162,31269.5817646,32410.38309665,32311.66304263,33267.09883514,33267.09934019,32841.14770147,32841.14771831,32795.63723747,32795.63728188,32841.1477896,28899.96621222,28151.05543336,27713.34502547,28151.05590222,27211.60741727,29872.08680314,28151.05590999,21900.00480779,20870.24180043,20650.0001071,21900.00480779,22077.46700262,21900.0048256,21800.00467199,23227.61520867,23969.000006,23227.61522667,23969.000012,23227.61522667,23227.61522667,23227.61525402,23227.61526496,23227.6152759,22290.1723382,22899.99038083,23214.38408944,23837.97425922,23571.35350853,24495.35042423,24495.3504297,26672.15477502,23969.0015367,24227.71,23999.80011232,23630.51814302
31,50.0,50.0,50.0,50.0,50.0,50.0,50.03,50.1,50.12,50.14,50.14,119.01,150.0,500.0,1750.0,3150.0,5366.5,5900.0,6530.0,8900.0,10000.0,12827.82,13800.0,15000.0,12500.0,12701.0,12200.0,12350.02,12167.79,11041.357,10689.03444187,17965.36,19854.77,19400.0,15188.45,15000.0,15000.0,12950.0,12000.0,13050.0,19000.0,15538.43,16002.5,20300.031337,19400.031337,20000.0,22013.0411,20000.993924,23249.0411,22000.0,21015.8477,20732.10151781,21015.8477,21000.0,27600.04110011,24404.5056,24139.1725,26167.04210003,26691.78153697,30539.97642476,34409.35919248,30000.04973903,24139.18109402,25009.12007083,24139.18109402,24139.18109402,24139.18119402,25009.12027083,24279.00330892,24139.18130402,25708.77511835,30500.008704,28156.51326532,29109.95315252,23000.00990405,23000.01090405,23805.17331468,24139.18250405,25850.0001,26444.54662007,27672.15711949,26520.53983064,26696.12322286,25850.0001,27667.62818291,28151.05189405,28249.9999765,28151.05199405,31505.55840107,28838.64203012,31510.47200747,30594.84778613,33112.5621,32489.53071483,32489.53071483,33361.07321863,33604.3548545,32489.53072783,32489.53072783,32489.53072783,30501.0,30000.562123,30000.24720811,29772.39409802,30000.24720811,30108.47520823,30241.2933452,31000.06036662,30899.37566951,31084.83021632,31269.58178925,31269.58179925,32489.5309346,32956.50919823,32795.63718769,32795.63720453,32524.96970106,32499.96619557,32795.63728188,28151.05542336,26334.25679599,25223.83509341,25160.31751273,25870.08713815,28151.05590222,28120.38503402,20870.24180043,20151.53035055,20008.00060605,21739.74602836,21900.0048256,21674.74905251,21629.75105251,22211.16530965,23227.61522067,22899.99024646,23227.61522667,22899.99024646,22899.99024646,22899.99028491,23122.83115991,22899.99035887,22211.16588055,22211.16589149,23023.30033552,23708.96946017,23227.61533068,23969.00153123,23969.0015367,25729.612648,23525.44875988,23969.0015367,23969.0015367,23500.25928225
32,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.03,50.1,50.12,50.12,100.0,150.0,500.0,1550.0,3000.0,5100.0,5803.76,6303.54,8860.1,10000.0,12750.0,13500.0,15000.0,12350.02,12600.0,11300.0,12200.0,12050.02,10689.03494187,10650.0,14700.0,19400.0,17965.36,15000.0,14874.9998,15000.0,12800.0,11867.8,12950.0,16374.0,13820.0,15799.9349,20000.0,18005.3185,19800.0411,22005.4294368,20000.0,22013.0411,21015.8477,20732.10151781,20500.0,21000.0,20811.0,26319.072,21932.03384377,21932.03384377,26141.13259865,26556.98599487,30500.000569,33696.91223401,29658.53604418,23878.999955,24139.18109402,23000.00949402,23000.00949402,23000.00959402,24139.18129402,24139.18130402,23700.08931,24139.18130402,28156.51316529,28150.05025905,28156.51326532,21854.78157356,21744.00950403,23000.01090405,23000.01090405,24500.01090405,25850.0001,25850.0001,25850.0001,25850.0001,25668.18430647,25850.0003,27667.62918291,28151.05189405,27673.01030033,31000.0597162,28177.32201,31354.87747031,29999.99966537,32010.57535086,32274.19515642,32386.9082467,33300.15707187,32489.53072783,31000.0597292,32270.37101319,31000.05993416,30230.40434503,28984.02242264,29244.03057544,28477.49709407,29772.39409802,29772.39410348,30237.85403369,30988.41747635,30241.2934622,31000.06742016,31084.8305762,31084.8305862,32297.44426254,32841.14766242,32489.53171153,32489.53172839,32499.96615211,32489.53177192,32499.96619557,25160.31710599,25160.31748747,25160.31748747,24000.47024753,25160.31751273,25211.60655967,23776.62166659,20444.77224854,20008.00059595,20003.69740316,20870.24180043,21674.74903382,20008.00061382,20650.87813935,21800.00467825,22899.99023869,22211.16533312,22899.99024646,22211.16533312,22211.1658203,22211.16584765,22899.99034232,22211.16586953,21700.00481943,20700.00170731,22899.99039177,23652.49131238,23023.30065493,23512.0368927,23471.75037181,24495.3504297,23230.51814302,23630.51814302,23630.51814302,23313.82090429
33,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.03,50.12,50.12,100.0,150.0,400.0,1526.7,2953.38,5055.69,5589.06,6205.0,8333.33,10000.0,12000.0,13000.0,14600.0,12200.0,12500.0,10687.47,12167.79,11300.0,10650.0,10524.93143511,13100.11453974,17965.36,17700.0,15000.0,14442.15502252,14874.9998,12600.01234567,11540.5195962,12800.0,15538.43,13050.0,15538.43,19400.031337,16513.154,19798.045,21901.0411,19400.0411,22000.0,21000.0,20400.0,20400.0,20811.0,20732.10151781,26167.0421,21550.0,21000.001,24139.17250002,26460.45396813,30460.45246836,31341.80047,28878.9999,23000.00949402,23000.00949402,22191.29594986,22191.29594986,22191.29604986,23000.00969402,23325.0017,23659.75519304,23000.00970402,28150.05015902,26167.05124906,28150.05025905,21744.00850403,21588.00130003,21744.00950403,21744.00950403,24139.39105405,25671.19522477,25671.19522477,25671.19522477,25672.46422477,25624.91097466,25668.18450647,25850.0013,27667.62918291,25850.0013,28177.32201,28151.05323405,31000.0597162,28177.32208407,31510.47200747,32272.78341293,31000.0597162,32520.75270962,31676.15634638,28177.32208407,31000.05993416,28177.32208407,30000.562113,28463.96109333,28177.32209407,28151.05325705,28477.49709407,28737.97246113,30108.47520823,30241.2934622,30108.47532523,30560.18076241,31000.06742016,31000.06743562,31893.4136563,32795.63715702,31269.58247472,32156.86399226,32489.53173639,31269.58254597,32489.53177192,24266.04954904,24269.0486965,24000.47022773,23227.61517756,24000.47024753,25160.31751273,23227.61518533,20139.93132249,20000.00002757,20000.00002757,20008.00060605,20008.00060605,20000.00004534,20008.00061382,21584.75305797,22568.90698011,21800.00468425,22211.16533312,21700.00469599,21700.00469599,21700.00473444,22211.16585859,21824.45814815,21346.21212547,20624.00002743,22211.16600243,23227.61531974,22984.99463319,23227.61534162,23227.61534709,23969.0015367,23094.4051,22899.99043553,22899.99043553,22899.99043553
34,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.1,50.1,100.0,123.66,399.0,1050.01,2750.0,4429.57,5500.0,6100.0,8000.0,10000.0,10672.08,13000.0,13850.36,11300.0,12350.02,10672.08,11999.75,11211.11,10500.0,10500.0,12950.0,17200.0,17000.1,14874.9998,13050.0,14442.15502252,12000.0,11350.0,12000.0,15000.0,12950.0,15134.9541,17317.999,16120.0,19400.0411,20701.80945782,18800.009763,21901.0411,20732.10151781,20000.0,20000.0,20732.10151781,20589.5999,24404.5046,21000.001,20844.17000001,21932.03384379,26442.60452268,30457.84104912,31000.04286904,28150.04963902,22191.29594986,22191.29594986,21744.008094,21744.008094,21744.008194,22191.29614986,23000.00970402,23000.00970402,21744.008304,26167.05114903,25750.0,25750.0,21588.00030003,21481.90904728,21588.00130003,21588.00130003,22388.00130003,25456.69010163,25624.91083966,25624.91083966,25624.91097466,25489.09229961,25624.91117466,25668.18550647,25850.0013,25669.52503903,28151.05199405,27996.14306596,30358.91018508,28151.05323405,31000.0597162,31000.0597162,29898.2861371,32489.53072783,31000.0597292,28151.05324705,28177.32208407,28151.05324705,28177.32208407,28177.32209407,28151.05325705,26343.1672408,28151.05335705,28151.05336251,29772.39410348,30108.47532523,29772.39422048,30241.29110118,30560.18078706,30108.47535988,31562.15465321,32489.53167416,31084.83116167,31269.58249156,31269.58251044,31084.83124092,31269.58254597,24000.47022773,24000.47022773,23227.61515776,22211.16527318,23227.61517756,24000.47024753,22548.71433578,20008.00059595,19999.99898174,19999.99898174,20000.00002757,20000.00002757,19721.60193547,20000.00005334,20008.00061382,22211.16532165,20008.00063182,21800.00468425,20800.01008779,21204.81008779,21204.81011514,21700.00479185,21700.00480841,21166.98148538,20280.79881357,21708.97104923,23023.30054099,22899.99041365,23023.30066587,22899.99043006,23227.61535256,22899.99043553,22583.86041865,22400.00007111,22400.00007661
35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.03,50.03,99.99,119.01,350.04,1000.0,2650.03,4250.0,5100.0,6062.74,8000.0,10000.0,10500.05,12750.0,13800.0,11000.0,12311.11,10500.0,11300.0,10687.47,10396.86,10411.11,12850.0,17000.1,15188.45,13050.0,12981.01234567,14433.49293139,11867.8,11300.0,11867.8,13050.0,12800.0,15006.50000001,17000.031337,15799.9349,18005.4294368,20000.0,18463.92336214,21015.8477,20000.0,19940.0,19740.0,20589.5999,20000.0,23249.0411,20844.21110001,20811.0,21071.1746,26167.04230003,30000.04196903,30500.000569,26167.05063903,21744.008094,21744.008094,20887.72851453,20887.72851453,20887.72861453,21744.008294,21744.008304,21765.01148667,21588.0,25708.77511835,24139.18140405,25000.00010003,21000.01020003,21000.01020003,21000.01020003,21000.01020003,22123.03111933,25418.39813461,25572.13055955,25489.09216461,25489.09229961,25425.61543848,25489.09249961,25624.91117466,25668.18550647,25624.91117466,27673.01030033,27499.99996159,29557.44476739,27499.99996159,29999.99966537,28177.32208407,28177.32208407,31000.0597292,28177.32208407,26297.38850595,28151.05324705,27400.00185304,28151.05324705,28151.05325705,26303.4178,26215.37103925,27832.71334328,27832.71334874,29054.52922613,29772.39422048,29682.85138584,30108.47532523,30108.47534988,29801.44518785,31269.58183891,31269.58234396,31000.06803341,31084.83117851,31084.83120539,31010.01103543,31084.83124092,23227.61515776,23227.61515776,22370.0445416,22023.70747999,22211.16527318,23227.61517756,22211.60533193,20000.00002757,19939.92096061,19939.92097061,19999.99898174,19999.99898174,19630.81002627,19721.60193547,20000.00005334,21800.00468425,20000.00008779,20800.01008779,20008.0007409,20008.0007409,20008.00076825,21204.81012608,20854.80980955,21130.80932057,20008.00095856,21500.00003282,22899.99040271,22806.38327398,22899.99042459,22400.00007111,22899.99043553,22400.00007111,22400.00007111,21630.58952746,20985.21165619
36,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,82.51,100.0,251.0,1000.0,2500.0,4223.0,4999.0,6000.0,7944.06,9450.06,10000.0,12000.0,13500.0,10672.08,12200.0,10290.25,11211.11,10672.08,10050.0,10396.86,12800.0,15000.0,15000.0,12981.01234567,12950.0,13050.0,11350.0,11156.75,11350.0,12950.0,12100.0,14417.999,15799.9349,14437.0,17001.95,19400.0411,17591.3411138,19400.0411,19900.98,19414.3968074,19414.3968074,20000.0,19690.0,21932.03384377,20811.0,20589.5999,21000.00100002,24139.17270002,30000.00276902,30000.04196903,24139.18103902,20887.72851453,20887.72851453,20844.17849403,20844.17072403,20844.17082403,20887.72871453,21588.0,21744.008304,21508.04599304,24500.00083,24000.00020003,24139.18140405,20844.17123407,20844.17223407,20844.17223407,20867.31201863,21961.52518961,25328.99818173,25489.09216461,25418.39813461,25419.89513461,25408.85571903,25425.61563848,25489.09249961,25624.91117466,25489.09249961,27499.9999484,25850.0013,28177.32208407,25624.91117466,28177.32208407,28151.05323405,28151.05323405,28177.32208407,28151.05324705,25624.91117466,25624.91117466,25624.91117466,25624.91117466,26215.37103925,26215.37103925,25899.43659635,27683.08796175,27683.08796721,28151.05336251,28151.05347951,28558.18076241,29772.39422048,29772.39424513,29772.39424513,31264.72137904,31084.83113091,30108.47594201,31000.0680655,31000.06809238,31000.06812791,31010.01108633,22211.16525338,22211.16525338,22211.16525338,21900.00470184,22023.70747999,22548.71432024,22211.16528095,19999.99898174,19721.6019177,19721.6019177,19721.6019177,19721.6019177,19539.92077317,19630.81002627,19721.60193547,20008.00063182,20000.00006534,20008.00063182,19721.60194747,19721.60194747,19414.42992038,20124.49485445,20008.0008366,20008.00094762,19586.83435259,21017.14204451,22400.00003829,22400.00004923,22400.00006017,22211.16629173,22530.51818196,22089.48106665,21999.86776665,21166.25019846,20433.15517099
37,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,61.0,100.0,250.0,1000.0,2327.0,4150.0,4500.0,5900.0,7427.0,9349.07,10000.0,11300.0,13000.0,10645.88,11300.0,10195.22,10687.47,10500.0,10000.00000001,10050.0,12246.98937268,13100.11453974,15000.0,12950.0,12800.0,12950.0,11300.0,10770.51520822,11300.0,12800.0,12034.0,13050.0,14286.87,14286.87,15799.9349,19300.009763,16205.0,18300.009763,19799.999,18965.82599031,18311.0,19690.0,19414.4128074,21000.001,20732.10151781,19690.0,20844.17000003,23932.03404379,29658.53192136,30000.00276902,23000.00943902,20844.17849403,20844.17849403,20004.597935,20004.599035,20004.599135,20844.17092403,20844.17093403,21588.0,20844.17093403,24139.18130402,23000.00980405,24000.00020003,20796.1769882,20796.1769882,20796.1769882,20846.10341045,21956.23520087,24845.98867727,25418.39813461,25408.85558403,25408.85571903,25377.72247129,25408.85591903,25425.61663848,25489.09249961,25428.93653308,25850.0013,25624.91117466,28151.05323405,25489.09249961,28151.05323405,26097.991335,26097.991335,28151.05324705,25999.9996609,25499.99915849,25489.09249961,25489.09249961,25489.09249961,25624.91117466,25489.09249961,25489.09249961,26343.1672408,26343.16724626,27832.71334874,27832.71346574,28151.05356384,29682.85138584,29682.85141049,29682.85141049,31084.83062586,31000.06798933,29772.39483972,30108.47595885,30108.47598573,30462.55638957,31000.06812791,22100.00502506,22100.00502506,22100.00502506,21754.30657548,21900.00480002,22211.16527318,21900.00480779,19721.6019177,19630.8100085,19630.8100085,19630.8100085,19630.8100085,19414.42987504,19539.92077317,19630.81002627,20000.00006534,19828.68152263,20000.00006534,19630.81003827,19414.42989303,18001.00004391,20008.00082566,19414.42999981,19669.00002196,19414.43002177,20100.00005278,22211.16601337,22211.16602431,22211.16602978,21780.51815431,22400.00007111,20136.23538292,20146.88838579,20212.60604738,20136.23538292
