,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31
20,394999.8501531559,394999.8501531559,400439.99810878,400439.99810878,435999.999076,438822.8093474614,435999.999076,420011.8208584725,414512.071671,400439.99810878,394899.8501531559,379999.99937,400439.99810878,449999.992824575,455749.34703835275,457771.2045831149,466645.80853188544,459996.49527045793,523622.41031315847,524250.8616215026,529999.99602191,498402.031,487402.031,466646.0195318855,529999.99602191,550000.02,530000.0,552124.1549155226,550000.02,550000.02,552124.1549155226,550000.02,529999.99602191,552124.1549255225,529999.99603191,540999.8851113826,558116.6967939206,552124.1549255225,558116.6967939206,558116.6967939206,558116.6967939206,493015.4604822343,470000.985347,463527.9346683715,450026.0867857891,450000.0196647255,450000.0196647255,474999.98950001,460000.2904296372,464999.9895000101,460000.2904411573,460000.2904654572,424398.78277970594,450000.0196647255,400001.227732,392368.111853172,431037.111853172,450000.0206657265,392829.7758371605,392829.7758371605,345000.31596543314,350002.990965,350002.990965,404999.792779806,350002.990965,380899.791779806,350002.990965,350003.663247,330389.0391153122,418060.6235471852,398652.405,362868.2323218975,424559.3576694919,399999.4341938114,408864.4079232013,325000.48001707025,350014.73376547225
21,379999.99937,379999.99937,399999.99895,399999.99895,416666.071671,435999.999076,434946.444896219,416666.071671,400439.99810878,394899.8501531559,392999.994939,377999.998992,379999.99937,449996.62498045794,449999.992824575,449999.992824575,459996.50527045794,449999.992824575,509863.2335181344,466645.80853188544,500000.0545265061,486826.8470931586,466646.00953188544,455230.01577393,500000.096473946,529999.99602191,529999.99602191,550000.9831279813,549879.07573983,529999.99602191,550000.02,529999.99602191,515204.4418609868,529999.99603191,493015.4604822343,529999.99603191,552124.1549255225,549999.985347,552124.1549255225,552124.1549255225,552124.1549255225,491320.3855029536,450000.05001000786,450026.046699036,450000.0196647255,430176.0313797525,399999.98950001,472524.2005676272,450000.0196647255,460000.2904296372,450000.0196647255,450000.0196647255,402526.2005676272,407527.2005676272,389059.728040432,386313.56140609895,400001.228733001,400001.228733001,346593.9857095808,346593.9857095808,324999.9993640702,345000.3280123434,333330.6814691324,404670.41117316415,345322.1982089041,350002.990965,333344.87698984897,333344.92483262887,325000.48001707025,361152.79156762967,338570.4568973354,345566.32223297213,399083.0954927444,397733.0954927444,399999.4341938114,311983.6563897793,342030.6379843531
22,377999.998992,377999.998992,394999.8501531559,394999.8501531559,400439.99810878,429853.27189075,429853.27189075,406838.05533380667,400010.8208584725,386838.05533380667,379999.99937,376838.05533380655,377999.998992,445439.445574609,445439.445574609,438822.8093474614,449999.992824575,443769.1760233272,466645.80853188544,465000.0,467789.30970053264,475832.0599698815,459995.4852704579,455000.0,466647.0295328854,500000.096773946,500000.096773946,550000.02,543024.7644006271,500000.096773946,529999.99602191,515204.4418609868,470999.8841013826,466648.1474628854,483000.093637,493015.4604822343,529999.99603201,529999.99603201,529999.99603201,529999.99603201,549774.0607685744,483000.093637,450000.02001,450000.02001,400000.3109387269,400000.3109387269,375432.76352082577,460000.3109387268,422524.2005676271,450000.0196647255,422526.2005676272,442526.2005676272,399999.997732,399999.997732,384856.878944213,383782.464963574,390632.970482788,392829.7758371605,345000.2614605332,345000.2614605332,312096.86540665413,324999.9993640702,325000.00576407026,353913.6454978713,333333.789145192,333344.8335372146,330384.49551109306,331899.791779806,321702.4895271852,333517.34612662887,333517.3852422732,329793.10285903746,325001.91354528,369963.8823532013,393868.4127831444,306276.62236139993,325000.91359528
23,346837.1938371466,346837.1938371466,379999.99937,379999.99937,399999.99895,416666.071671,416666.071671,400439.99810878,394899.8501531559,379999.99937,377999.998992,353332.5,376838.05533380655,438822.8093474614,438822.8093474614,435999.999076,438822.8093474614,440262.75299092446,459995.4852704579,459995.4852704579,466645.80953188543,466646.00953188544,449999.992824575,450000.05,458488.0616660695,485760.05944299,481590.25647106,529999.99602191,529999.99602191,466648.14646288543,500000.096773946,470999.95086138253,466648.1474628854,450000.05001,466648.1474628854,483000.093637,493015.4604822343,493015.4604822343,504999.985347,504999.985347,529999.99603201,470000.985347,422954.0113313638,400000.3108519738,395432.7625208258,399999.99979,368023.14815,450000.0196647255,410000.2326455322,427526.2005676271,414999.9895000101,433978.366408149,390552.5649119,390552.5649119,360167.3801611297,377176.2120314072,387625.8340460128,372535.267276104,330000.76719600003,330000.76719600003,306276.2723613999,306276.2723613999,323203.5491269248,350002.990965,325000.4290170703,325000.48001707025,325000.48001707025,325000.48001707025,307474.25895227503,325000.48001707025,325000.48001707025,325001.91354528,325000.48001707025,351241.1114846271,348096.02005367924,297560.9634784752,325000.48001707025
24,329999.98748633725,329999.98748633725,377999.998992,377999.998992,394899.8501531559,400439.99810878,400439.99810878,399999.99895,386838.05533380667,377999.998992,376838.05533380655,344907.73799008946,353332.5,435999.999076,435999.999076,402898.01943050267,435999.999076,438833.354440008,449999.992824575,449999.992824575,459995.4852704579,461375.8888068626,438822.8093474614,449999.992824575,455230.01577393,466648.05953288544,466648.05953288544,500000.096773946,500000.096773946,455230.01577393,473024.7644006271,466648.1474628854,456571.695512,450000.02001,450000.05001000786,466648.1474628854,483000.093637,483000.093637,493015.4604822343,493015.4604822343,504999.985347,450000.05001000786,395432.7625208258,395432.7625208258,369023.14815,399999.9895,350342.09901163826,375432.76352082577,375432.76352082577,423154.9422843854,390552.5649119,390552.5649119,388432.7421492741,385904.124996373,350000.22476501315,371767.813,371767.814,371767.814,326591.99128482526,324999.9993640702,305594.0845169507,305594.0845169507,306276.62236139993,333331.75242549577,306276.62236139993,306276.62236139993,309369.96721983136,313566.99890908285,306276.62236139993,318624.26441323385,306276.62236139993,325000.48001707025,310555.54122404475,325001.91359528,325001.91359528,294096.0750989582,306276.6353613999
25,314807.79697100003,314807.79697100003,346837.1938371466,346837.1938371466,379999.99937,399999.99895,399999.99895,394899.8501531559,379999.99937,349997.88337998005,349997.88337998005,323999.994939,353236.4121052333,434946.444896219,434946.444896219,400001.0,415001.0,438822.8093474614,438822.8093474614,438822.8093474614,449999.992824575,459995.4852704579,435999.999076,445416.00301315857,455000.0,455230.01577393,455230.01577393,466648.1244628854,466648.1254628854,450000.05,466648.1474628854,453024.7644006271,450000.05,449999.992844575,450000.02001,450000.05001000786,466648.1474628854,466648.1474628854,483000.093637,483000.093637,493015.4604822343,450000.02001,394485.03408405214,374814.51620279945,357278.83353536745,395432.7625208258,350000.1396578946,368023.14815,373333.06081560947,375432.76352082577,350000.1499258956,384579.784226023,386895.37881868304,370748.530229342,348583.47587360826,350000.25536501314,346593.9857095808,355831.65947014,324999.9993640702,321767.814,300001.983578,302642.4059864556,300001.02,325000.3276070702,300001.02,300001.02,306276.62236139993,309576.5498457994,305899.791779806,306276.62236139993,275000.02742,316666.59721164533,306276.62236139993,325000.48001707025,325000.48001707025,275000.02742,275000.02742
26,309999.99449514,309999.99449514,329999.98748633725,329999.98748633725,377999.998992,394899.8501531559,394899.8501531559,379999.99937,377999.998992,346837.1938371466,346837.1938371466,314807.79697100003,345207.77920769947,400439.99810878,400001.0,384763.4290609143,415001.0,435999.999076,435999.999076,435999.999076,438822.8093474614,449999.992824575,424388.7494791444,441018.80446015607,450000.05,455000.0,450000.05,455230.01577393,455230.01577393,449999.992824575,450000.05,450000.05,449999.992824575,440000.093637,449999.992844575,450000.02001,450000.05001000786,450000.05001000786,466648.1574628854,450000.05001000786,483000.093637,449999.992844575,370524.26441062713,369999.994704175,350000.1351749859,368023.14815,343392.97520815465,350000.1396578956,369999.7639119,370140.088214594,343392.97520815465,364999.98950001,382099.99605201,350000.1757274212,346328.90212958073,346593.9857095808,345000.2580660132,346593.9857095808,321767.814,321081.3546122371,300001.02,300001.02,300001.00007,306276.62236139993,280000.92294776335,297334.5422563615,302772.7755358492,306276.62236139993,287830.677261031,287999.791779806,272899.791779806,306276.62236139993,283973.6946982474,306276.62236139993,306276.62236139993,254248.45391694,262741.1114846271
27,299999.998960599,299999.998960599,323203.434896219,323203.434896219,349496.8435480124,379999.99937,379999.99937,377999.998992,349997.88337998005,333886.25651978125,320931.671671,299999.998960599,344907.7379900895,389049.0267823773,400000.004137971,379999.99937,379999.99937,429239.9084202024,415001.0,415001.0,435999.999076,446958.224906363,420885.6767146727,439995.4852704579,449999.992824575,454384.4007128133,449999.992824575,450000.05,450000.05,443024.7644006272,449999.992824575,449999.992824575,435999.999076,435999.999086,435999.999086,449999.992844575,450000.02001,450000.02001,450000.05001000786,450000.02001,450000.05001000786,445056.0769533566,369999.99284457497,369023.14815,345738.06714465696,350756.2208574752,340738.067144657,345140.7207371117,350000.13992589567,369999.7639119,341504.0406931751,350000.15571742115,364999.99050001,349175.8,335453.52009615576,335463.5200961558,341386.517785795,345000.2614605332,306276.2723613999,307681.76509062207,300001.00007,300001.00007,280365.8845371367,300001.02,274999.99949832,281542.047844299,300001.02,299181.86383513204,275000.0,275000.02742,269027.3892036838,275000.02742,275000.02742,302041.97655927984,275000.02742,253271.0528521252,254248.45391694
28,299999.7455676985,299999.7455676985,323203.33392065,323203.33392065,346837.1938371466,377999.998992,377999.998992,349997.88337998005,346837.1938371466,320931.671671,316958.2841868445,299997.88337998,332701.2141316425,386894.0824703889,395480.6605236436,377999.998992,377999.998992,418167.54061315855,415001.0,414239.9084202024,424835.163870164,438822.8093474614,415231.9040501,438822.8093474614,445436.4143632114,450000.05,445761.6861628202,449999.992824575,449999.992824575,435999.999076,435999.999076,435999.999076,430592.1142587384,403024.76441062713,414661.47880370135,435999.999086,449999.992844575,449999.992844575,450000.02001,449999.992844575,450000.02001,395432.7625208258,369023.14815,356274.8361800029,324999.9993640702,350000.1367115526,332524.2005676271,343392.97520815465,345888.50632449135,350000.13992589567,336138.82022934203,343392.97520815465,350000.1557274211,348464.51884983643,334438.0507615848,331361.83887084934,335463.5200961558,335724.7951892557,303587.5877291311,306276.2723613999,280000.92294776335,280000.92294776335,280000.92294776335,300001.00007,254379.0413737773,280000.92294776335,286834.5422563615,294282.8312681173,272846.4663967754,254248.45391694,254460.2029902573,270465.203410589,261699.79177980596,275000.02742,255499.79177980596,250000.01704597133,250000.01704597133
29,266619.77260032046,266619.77260032046,314807.79697100003,314807.79697100003,329999.98748633725,346837.1938371466,346837.1938371466,346837.1938371466,318298.93638148863,314807.79697100003,314807.79697100003,294899.8501531559,327219.0874208099,386067.3938128818,379999.99937,376838.05533380655,376838.05533380655,415001.0,414239.9084202024,402050.5679575449,402049.5667575449,435999.999076,389330.8871769541,435999.999076,441018.80446015607,449999.992824575,441018.80446015607,444935.091889716,438496.3404150236,428651.7276805186,417763.43663806765,434989.9496565197,420000.093627,387038.7135460351,406165.8143099988,414661.47880370135,435999.999086,435999.999086,449999.992844575,435999.999086,449999.992844575,369023.14815,356400.9460961782,350000.13507488486,319499.97520815465,340738.067144657,324999.9993640702,335738.067144657,343392.97520815465,343392.97520815465,335432.7635208258,338026.82022934203,349175.8,343392.97520815465,324999.9993640702,324999.9993640702,331631.21684761107,330000.76719600003,300001.02,300001.02,274999.99949832,274999.99949832,274999.99949832,280000.92294776335,254248.45391694,274999.99949832,280000.92294776335,275000.0,261154.13524223532,250000.01704597133,254248.45391694,262799.791779806,254248.45391694,259060.51428351083,254248.45391694,248499.79177980596,236821.135569
30,259999.84807592293,259999.84807592293,309999.99449514,309999.99449514,323203.434896219,329999.98748633725,329999.98748633725,329999.98748633725,314807.79697100003,309999.99449514,313357.2159030697,294288.930864848,323999.994939,379999.99937,377999.998992,350001.00000000006,369698.23290311487,415001.0,383840.0453338066,394899.8501531559,394899.8501531559,389330.8871769541,379999.99937,435991.0338866818,435999.999076,442633.782416086,435999.999076,441018.80446015607,435999.999076,426000.9508513826,412185.4807158705,420000.096773946,403024.7644006272,379999.99938,403024.76441062713,383181.85555368726,380000.04115819,396426.6750689991,435999.999086,427828.13566666667,435999.999086,364914.26506962057,355000.13407488493,345738.06714465696,306276.2723613999,324999.9993640702,321496.13309618644,324999.9993640702,335738.067144657,341269.91232579574,330738.06714465696,336428.77812133206,347930.820229342,335453.52009615576,314999.99050001,314999.99050001,330000.76719600003,326530.04936518456,300001.00007,300001.00007,274039.7731710551,257529.36621070863,269594.11081397074,274999.99949832,250001.983578,254248.45391694,274999.99949832,256695.514341313,254248.45391694,249762.24096914945,250000.01704597133,254248.45391694,250000.01704597133,255499.79177980596,250000.01704597133,229471.4666242236,236499.791779806
31,254907.9901273535,254907.9901273535,299999.998960599,301203.27189075,323203.33392065,323203.434896219,317578.70556769846,327799.99852864,309999.99449514,304699.4971917202,309999.99449514,280931.671671,314807.79697100003,377999.998992,376838.05533380655,332701.2141316425,356091.1724999844,383840.0453338066,379999.99937,379999.99937,379999.99937,379999.99937,377999.998992,433464.1044803032,433464.1044803032,441018.80446015607,421330.8871769541,440031.15178591886,434094.98131639865,404997.8280654579,379999.99937,397884.7212202413,391716.3651771776,377999.999002,388110.3392950536,380000.04115819,379564.9501511485,380000.04115819,380000.04115819,395432.7625208258,427828.13566666667,355000.0448988849,350001.4879796304,325000.00001,299899.994704175,319499.97520815465,310009.99427288,313491.55656390387,324999.9993640702,330738.06714465696,324999.9993640702,335432.7635208258,343392.97520815465,335034.78852192964,306276.2723613999,306276.2723613999,324999.9993640702,324999.9993640702,280000.92294776335,280000.92294776335,273712.2794260283,254248.45391694,254248.45391694,255219.1020946008,250000.01704597133,250000.01704597133,254248.45391694,254248.45391694,250003.663247,248576.46536034683,247042.89062650508,250000.01704597133,236941.93943193744,254248.45391694,226082.4663423531,224199.7814482865,232466.49434544807
32,250000.0,250000.0,266619.77260032046,299999.998960599,321681.57354190905,314807.79697100003,314807.79697100003,314807.79697100003,302838.46600306965,300755.96600306965,299999.998960599,273010.3951885692,299999.998960599,376838.05533380655,350001.00000000006,327219.0874208099,332801.20035213244,379999.99937,377999.998992,377999.998992,377999.998992,377999.998992,370350.6646805015,432928.914963494,427351.65759296255,435999.999076,404997.728065458,436727.486987172,431272.3514127048,391203.3606170418,377999.998992,379999.99937,379999.99937,369023.14805,380000.04115819,378000.0337287137,378000.0337287137,378000.0337287137,378000.0337287137,380000.04115819,395432.7625208258,350001.4879796304,345738.06714465696,319499.97520815465,292524.26441062713,306276.2723613999,306276.2723613999,306276.2723613999,324221.5039631997,324999.9993640702,310856.80271579296,330738.06714465696,336320.0559335598,324999.9993640702,303312.975590744,300001.02,314999.9905133433,306276.2723613999,277684.00313154,274999.99949832,271767.814,250001.983578,251718.8776808192,254248.45391694,243871.34012707305,248827.3778225851,251274.4670097581,250000.01704597133,250000.01704597133,225151.49561646857,225000.0,248681.43467554543,228388.9048367505,250000.01704597133,224933.8253823657,215368.75561612,225850.2091950079
33,236397.78457144927,236397.78457144927,259999.84807592293,266619.77260032046,314807.79697100003,309999.99449514,309999.99449514,309999.99449514,299999.998960599,299999.998960599,273757.68400405097,250057.04937971997,294899.8501531559,363882.5676116516,332701.2141316425,323999.994939,327319.07359190844,377999.998992,360088.5621405014,371839.04533380666,375231.9640501,371839.04533380666,370239.0453338066,421330.8871769541,424997.62106545793,433464.1044803032,404769.8649425911,435999.999076,421330.7871769541,379999.99937,374999.82816545793,377999.998992,377999.998992,364999.84030690807,378000.0337287137,369023.14805,369023.14805,369023.14805,369023.14805,378000.0337287137,380000.04115819,345738.06714465696,345095.5849102924,306276.2723613999,274999.99949822,299899.994704175,299899.994704175,299999.99958,306276.2723613999,306276.2723613999,306276.2723613999,324999.9993640702,335453.52009615576,318899.99605201,300001.02,300001.00007,306276.2723613999,302022.3608182089,276787.2128552944,274835.90213381,271654.99676725,250000.01704597133,250001.983578,250001.983578,234376.9972377896,237146.87895861635,250000.01704597133,248628.47195330152,240000.01,215669.90835081376,219995.9022731936,219345.852952522,221432.42433236903,231849.4821771705,215368.75561612,215001.0,220001.0
34,232968.39058654936,232968.39058654936,250000.0,259999.84807592293,309999.99449514,299999.998960599,299999.998960599,299999.998960599,282674.6582614832,260495.6497574283,260461.64975742827,250000.0,287057.04937971995,332701.2141316425,327219.0874208099,314807.79697100003,323999.994939,332801.20035213244,360000.98112798133,360088.5621405014,371839.04533380666,370350.6646805015,332801.20035213244,414022.881,421330.8871769541,424774.1814671424,379999.99937,421330.8871769541,404997.8280654579,377999.998992,369023.141,374999.8292869079,369023.14805,358239.067144657,373527.3535277305,364999.84030691575,364999.84030691575,368168.4684156218,365832.14917591744,369023.14805,369023.14815,325000.00001,325000.00001,282125.6360310002,254248.45391694,292524.20056762715,294329.543,294329.543,300000.0061831901,304332.47077834205,294329.543,317707.4036079,324999.9993640702,317707.4036079,300001.00007,282769.2054940239,300001.02,300001.02,274999.99949832,273712.2794260283,271104.6690120757,237387.69723778963,250000.01704597133,250000.01704597133,222892.5312076556,229106.7972377896,244200.326194766,240000.92294776335,236781.23114062563,215368.75560182,215368.75560182,215368.75560182,215368.75561612,225143.2127255629,215001.0,212103.16222951244,219271.58763669344
35,229746.0357154424,229746.0357154424,236397.78457144927,250000.0,299999.998960599,289738.7175240393,289599.7175240393,273877.8356217447,264000.156811006,250057.04937971997,250057.04937971997,246837.1959335827,280931.671671,327219.0874208099,323999.994939,309999.97759541945,314807.79697100003,330088.56214050145,332801.20035213244,360000.98112798133,367578.6510605015,332801.20035213244,327319.07359190844,382427.12600904267,415404.2975856353,421330.8871769541,377999.998992,404997.728065458,379999.99937,369023.141,365239.0453338066,369023.14105,364999.83929690806,350001.4879796227,369023.14805,358239.067144657,363024.76441062713,364999.84030691575,364999.84030691575,365711.3548039257,365000.0447637048,319499.97520815465,319499.97520815465,275000.0000100156,250000.00001,274999.99949822,286249.5494247926,280750.26715195976,294329.543,294329.543,284407.85190828424,306276.2723613999,322460.36931890814,314999.99050001,280000.92294766335,282538.140632122,300001.00007,300001.00007,273712.2794260283,271104.6690120757,260487.2128552944,225910.97013973736,239483.2753908028,238777.29723778964,222034.48287,224487.23853928316,224487.23853928316,240000.01,228972.49891007633,203743.28144698648,207538.6404270714,210001.0,214841.7713362326,215923.5999890234,210436.4453473334,209290.52248840875,215368.75591044
36,210000.59643,210000.59643,234998.78766035373,236397.78457144927,299853.27189075,266619.77260032046,274999.99852864,273460.02850306965,263174.24866485666,250000.0,250000.0,239750.37880102263,279997.88337998,323999.994939,314807.79697100003,301231.571671,309999.97759541945,327319.07359190844,327319.07359190844,347321.672129455,360000.98112798133,327319.07359190844,316064.37545875093,379999.99937,389023.141,404997.70806545793,376023.141,379999.99937,377999.998992,365239.0453338066,350001.4879696227,358239.067144657,358239.067144657,325000.00001,364999.84030691575,353024.76441062713,358482.39992974466,363024.76441062713,355739.067144657,364999.84030691575,363632.0339833869,306276.27226139995,306276.2723613999,254248.45391694,242400.3406655986,263068.6328512616,274999.99949822,274999.99949822,274999.99949822,274999.99949822,281281.84091159987,305870.6276270658,317707.4036079,310738.06714465696,274999.99949832,280000.92294766335,280000.92294766335,280000.92294776335,272148.82982092403,270586.8587510442,254248.45391694,221767.814,236917.3972377896,235614.41629623857,218963.5572000001,222034.48287,222034.48287,234565.09886103435,224429.73813575984,201402.9678166141,205001.0,200003.663247,210001.0,215368.75561612,202278.66222951244,200840.244884,213340.41158386177
37,207999.91841958303,207999.91841958303,232968.39058654936,234998.78766035373,289738.7175240393,259999.84807592293,259999.84807592293,260400.176811006,250000.0,240827.74829675048,240036.43545472444,232968.39058654936,268326.8198353788,314807.79697100003,309999.97759541945,294899.8501531559,305747.68521277094,326437.47386242525,326387.4738624253,332801.20035213244,344240.9084202024,323999.994939,314807.79697100003,377999.998992,379999.99937,389023.141,367739.0453338066,377999.998992,373023.141,350001.4879696227,321711.7035902655,350001.4879696227,350001.4879696227,320203.71220932616,358239.067144657,350001.4879796304,358239.067144657,358239.067144657,351157.7673639057,362543.84201922367,363008.892016894,296488.03208405216,286052.99559,250000.00001,232838.44444189055,254248.45391694,263068.6328512616,264067.84222953924,270032.470778342,270001.4036079,279701.4036079,294329.543,310738.06714465696,306276.2723613999,269910.231081548,274999.99949832,274999.99949832,274999.99949832,271104.6690120757,254248.45391694,250000.01704597133,214569.56192303693,236118.643434448,203570.3098963216,201738.06719675387,221695.8649704812,218974.2190274903,224487.23853928316,215368.75560182,200003.663247,204933.0553485502,200000.10703597133,200918.2513868209,210001.0,200000.663247,200000.663247,200494.01535604487
38,206764.1820674324,206764.1820674324,230605.25328299883,232968.39058654936,266619.77260032046,250000.0,259827.89337998,259999.84807592293,233000.0613805944,233000.0613805944,232968.39058654936,229724.4218862167,260009.99916,309999.99449514,299999.998960599,280087.9933619,305489.01230500767,323999.994939,323999.994939,327319.07359190844,340890.14351646404,314807.79697100003,309999.97759541945,370350.6646805015,377999.998992,384752.92308128753,354750.0380160636,376023.141,365239.0453338066,321711.5047872655,314807.79697100003,314807.79697100003,314807.79697100003,314807.79698100005,350001.4879796304,325000.00001,350001.4879796304,350001.4879796304,350001.4879796304,355739.067144657,350001.4879796304,296052.99559,275000.0000100156,243676.48753781035,225077.6700246889,250000.00001,259892.72090856935,259330.470778342,270001.4036079,254248.45391694,274999.99949822,277500.791020752,306276.2723613999,300001.02,262472.49496043136,265615.54142051254,263049.76610058284,273026.2926499921,254248.45391694,250000.01704597133,246473.512121204,211070.1681269816,207570.2301463216,201738.06719675387,200000.10703597133,218963.5572000001,218963.5572000001,215368.75560182,200002.120378,200002.120378,200003.663247,199999.99746211088,200000.663247,203617.67222951245,200000.10703597133,200000.10703597133,200000.663247
39,206027.9746793205,206027.9746793205,227999.96401955697,230725.4001210527,259999.84807592293,236396.7845714493,250000.0,256738.1802901731,232968.39058654936,232968.39058654936,230000.0613805944,209999.99449514,250000.0,299999.998960599,294899.8501531559,280000.9888564434,305041.46154833696,314807.79697100003,314807.79697100003,326387.4738624253,332801.20035213244,309999.97759541945,300000.0545265061,367739.0453338066,367739.0453338066,379999.99937,350001.4879696227,367239.0453338066,350001.4879696227,314807.79697100003,306276.27225139993,306276.27225139993,306276.27225139993,306276.27226139995,325000.00001,320061.95622539497,325000.00001,325000.00001,338024.2644106272,350001.4879796304,345738.06714465696,295524.26441062713,254248.45391694,242400.6306655986,224999.999916,246194.4838836008,254248.45391694,254248.45391694,254904.18403470368,252671.81352735872,254980.07830212015,274999.99949832,300001.02,300001.00007,254248.45391694,254248.45391694,261341.5699297457,255444.38120145144,250000.01704597133,246473.512121204,235887.69723778963,201738.06719675387,205296.05813965,200000.99069994,199999.99746211088,213641.0877712116,205000.0,208000.0,200001.0,200001.0,200000.10703597133,199580.321715139,200000.10703597133,200000.663247,199999.99746211088,199999.99746211088,200000.10703597133
40,203435.791453,203435.791453,221034.9932470512,215000.99957864,255008.1796887055,234998.78766035373,236396.78357144928,250000.0,229543.81581081235,229724.0866567298,229627.00945040165,207385.3169030697,232968.39058654936,294899.8501531559,293231.611671,280000.4916784206,294899.8501531559,309999.97759541945,310764.69541120867,323999.994939,327319.07359190844,300000.0545265061,296125.85362742265,332801.20035213244,366005.281443436,377999.998992,348402.0822823478,350001.4879696227,325350.66468050145,306276.27225139993,270350.66468050145,269419.347960953,281379.7728368913,282613.5071024704,319499.97520815465,319499.97520815465,319499.97520815465,321474.5239479334,325000.00001,335871.9683406627,325000.00001,275000.0000100156,250000.00001,232897.08661279536,223196.40433601665,240402.10715643465,250000.00001,251712.9292095356,254248.45391694,250000.0070459713,254248.45391694,257283.7131212743,300001.0,274999.99949832,250000.0070459713,250000.0070459713,254248.45391694,254248.45391694,246473.512121204,243737.21285529443,225524.62416856375,200000.10703597133,201738.06719675387,200000.10703597133,199999.996577,210227.90386476516,200011.75,201606.45174434825,200000.997039,200000.997039,199999.99746211088,197570.95525471336,199999.99746211088,200000.10703597133,199580.321715139,199580.321715139,199580.321715139
41,199999.99958,199999.99958,215000.99957864,211035.0032470512,250000.0,232968.39058654936,234998.78766035373,232968.39058654936,215000.99957864,215000.99957864,206158.960864848,200004.99957864,230000.4916784207,291231.62167100003,280087.9933619,279997.88337998,283337.56167100003,294899.8501531559,309999.97759541945,314807.79697100003,323999.994939,285231.9240501,258557.60499315851,314807.79697100003,354240.22651388904,367739.0453338066,334384.40071281337,325350.66468050145,321711.5047872655,300350.66468050145,269419.347960953,262611.32015763526,267419.34796095296,281379.77284689125,314807.79698100005,306276.27226139995,306276.27226139995,319499.97520815465,319499.97520815465,325000.00001,319499.97520815465,254248.45391694,243199.49481632016,224999.999916,218676.4374533564,232979.34793005383,243932.71252507184,250000.00001,250000.00661319008,246614.40718428043,250000.0070459713,254248.45391694,299524.0338822202,269081.05825513974,243201.403341843,230893.82223778963,250000.0070459713,250000.01704597133,236243.9972377896,243093.9972377896,222515.21927550732,199999.99746211088,200000.10703597133,199999.99746211088,199999.994393,205000.0,200001.983578,200002.120378,200000.92294776332,200000.10703597133,199580.321715139,197318.21528266935,199580.321715139,199999.99746211088,198667.0903733763,197570.95525471336,197570.95525471336
42,199999.99936878,199999.99936878,210000.59643,210000.59643,236396.7845714493,230645.41742262445,232968.39058654936,229728.30504748915,206158.960864848,206158.960864848,203433.99957864,200000.99085847248,229690.67247531307,280000.4916784206,280000.9888564434,279201.13760315854,280087.9933619,285035.561671,294899.8501531559,309999.97759541945,314807.79697100003,280087.9933619,254248.45390694,310106.1739352562,350001.4879696227,354240.22651388904,325468.08549192775,323653.28515376314,314807.79697100003,276037.4643713238,263522.6588097323,254248.45390694,262257.8430576353,275000.00001,306276.27226139995,281379.77284689125,281379.77284689125,306276.27226139995,306276.27226139995,319499.97520815465,306276.27226139995,250000.00001,233065.4509492349,223196.40433601665,208651.820760911,227884.46030261012,243761.13891545025,248843.96910170975,235673.0217097845,238547.6874709295,232711.27274471088,250000.0070459713,294329.543,262384.9884237493,229376.34554661077,229085.36576184025,247929.117942534,230861.70866845787,227444.21626444312,226298.270486553,214570.1681269816,199999.996577,199999.99746211088,199999.996577,199580.321715139,200001.983578,200001.0,200001.0,200000.10703597133,200000.023997,197570.95525471336,197262.32663146063,197570.95525471336,199580.321715139,197800.0,197262.32663146063,196919.68973512595
